,price,bedRoom,bathroom,balcony,floor_type,agePossession,sector,type,built_up_area,servant room,pooja room,furnishing_type,luxury
262,0.99,3.0,4.0,2,high floor,Under Construction,sector 70,flat,1252.0,0,0,unfurnished,low
263,0.71,2.0,2.0,3+,high floor,New Property,sector 79,flat,1295.0,0,0,unfurnished,normal
264,0.88,2.0,2.0,3,low floor,New Property,sector 103,flat,1088.8,0,0,unfurnished,normal
265,0.91,3.0,2.0,2,high floor,Moderately Old,sector 69,flat,1326.0,0,0,unfurnished,normal
266,1.25,3.0,4.0,3+,mid floor,Under Construction,sector 82,flat,1568.0,0,0,unfurnished,normal
267,1.05,2.0,2.0,2,low floor,Relatively New,sector 47,flat,997.0,0,0,semifurnished,normal
268,0.66,2.0,2.0,3+,high floor,Relatively New,sector 37,flat,1310.044,0,0,unfurnished,semi_luxrious
269,1.83,2.0,2.0,0,mid floor,New Property,sector 113,flat,1310.044,0,0,unfurnished,semi_luxrious
270,0.53,2.0,2.0,2,mid floor,Relatively New,sector 70,flat,876.0,0,0,unfurnished,low
271,0.8,2.0,2.0,3,low floor,Relatively New,sector 37,flat,1200.0,0,0,unfurnished,semi_luxrious
272,1.71,3.0,2.0,0,low floor,New Property,sector 89,flat,1425.0,0,0,unfurnished,normal
273,0.65,1.0,1.0,0,mid floor,Relatively New,sector 83,flat,699.978,0,0,unfurnished,low
274,1.3,3.0,3.0,0,high floor,New Property,sector 99,flat,1996.928,0,0,unfurnished,low
275,0.82,3.0,3.0,3+,high floor,Relatively New,sector 92,flat,1523.031,0,0,unfurnished,low
276,5.7,3.0,3.0,3,low floor,Moderately Old,sector 54,flat,1381.986,0,0,unfurnished,normal
277,0.88,1.0,1.0,2,low floor,Relatively New,sector 63,flat,600.0,0,0,unfurnished,low
278,4.0,4.0,4.0,3,high floor,New Property,sector 110,flat,4060.501,0,0,unfurnished,semi_luxrious
279,1.93,3.0,4.0,3,mid floor,Relatively New,sector 85,flat,2408.0,1,0,unfurnished,luxrious
280,3.45,4.0,4.0,3,high floor,New Property,sector 113,flat,2080.0,1,0,semifurnished,luxrious
281,1.7,3.0,3.0,3,low floor,Moderately Old,sector 56,flat,1610.0,0,0,unfurnished,normal
282,6.15,3.0,5.0,3+,low floor,Relatively New,sector 65,flat,3844.0,1,0,furnished,normal
283,1.4,3.0,3.0,3+,mid floor,Old Property,sector 2,flat,1424.0,0,0,furnished,semi_luxrious
284,1.48,3.0,3.0,2,low floor,New Property,sector 84,flat,1294.0,1,0,semifurnished,luxrious
285,3.25,4.0,4.0,3+,hometop,Old Property,sector 33,flat,4328.0,1,0,semifurnished,luxrious
286,1.49,3.0,2.0,3+,low floor,Old Property,Kanahi,flat,1750.0,0,0,furnished,semi_luxrious
287,0.3,2.0,2.0,2,high floor,Relatively New,sector 11,flat,761.0,0,0,unfurnished,low
288,3.49,3.0,3.0,3,high floor,Relatively New,sector 67,flat,2452.0,1,0,unfurnished,semi_luxrious
289,2.15,2.0,2.0,3,high floor,Under Construction,sector 62,flat,1508.0,0,0,unfurnished,semi_luxrious
290,1.4,2.0,2.0,3,high floor,Under Construction,sector 33,flat,1385.0,0,0,unfurnished,semi_luxrious
291,2.0,3.0,3.0,2,mid floor,Moderately Old,sector 43,flat,1125.6,0,0,unfurnished,semi_luxrious
292,2.3,3.0,3.0,2,low floor,New Property,sector 61,flat,1304.0,0,0,unfurnished,semi_luxrious
293,0.54,2.0,1.0,3,low floor,New Property,sohna road,flat,745.0,0,0,unfurnished,semi_luxrious
294,1.25,4.0,3.0,3,low floor,Old Property,sector 9,flat,1806.0,1,0,semifurnished,low
295,1.05,2.0,2.0,1,high floor,Relatively New,sector 85,flat,92.0,0,0,unfurnished,normal
296,1.25,3.0,4.0,3,low floor,Relatively New,sector 77,flat,1450.0,1,0,semifurnished,semi_luxrious
297,1.0,1.0,1.0,1,low floor,Old Property,sector 28,flat,880.0,0,1,semifurnished,semi_luxrious
298,1.7,5.0,5.0,2,low floor,Old Property,sector 14,flat,2300.0,0,1,furnished,semi_luxrious
299,1.3,4.0,6.0,2,high floor,New Property,sector 86,flat,2228.8,1,0,unfurnished,semi_luxrious
300,2.12,3.0,3.0,3,mid floor,Relatively New,sector 102,flat,1250.0,0,0,unfurnished,semi_luxrious
301,3.9,3.0,4.0,3+,high floor,New Property,sector 61,flat,1249.68879,1,0,unfurnished,luxrious
302,3.0,3.0,3.0,3+,high floor,Old Property,sector 50,flat,2084.0,1,0,semifurnished,luxrious
303,2.2,3.0,3.0,2,low floor,New Property,sector 61,flat,1549.0,0,0,unfurnished,luxrious
304,1.35,3.0,3.0,3,mid floor,Relatively New,sector 102,flat,1022.5705,1,0,unfurnished,luxrious
305,1.67,3.0,2.0,2,high floor,New Property,sector 33,flat,1671.0,0,0,unfurnished,semi_luxrious
306,0.9,2.0,2.0,2,low floor,Relatively New,sector 103,flat,1080.0,0,0,unfurnished,normal
307,2.37,4.0,4.0,3+,high floor,Under Construction,sector 113,flat,1600.0,0,0,unfurnished,luxrious
308,1.98,3.0,3.0,3+,mid floor,Relatively New,sector 102,flat,2000.0,1,0,semifurnished,semi_luxrious
309,3.7,4.0,4.0,3,high floor,Old Property,sector 25,flat,2100.0,1,0,semifurnished,low
310,4.67,4.0,4.0,3+,mid floor,Relatively New,sector 111,flat,2750.0,0,0,unfurnished,semi_luxrious
311,1.29,2.0,2.0,3,low floor,New Property,sector 79,flat,1257.6,0,0,unfurnished,low
312,3.65,3.0,3.0,3+,mid floor,Relatively New,sector 48,flat,1496.0,0,0,semifurnished,luxrious
313,1.7,3.0,3.0,3,low floor,Moderately Old,sector 56,flat,1610.0,0,0,unfurnished,normal
314,6.15,3.0,5.0,3+,low floor,Relatively New,sector 65,flat,3844.0,1,0,furnished,normal
315,1.4,3.0,3.0,3+,mid floor,Old Property,sector 2,flat,1424.0,0,0,furnished,semi_luxrious
316,1.48,3.0,3.0,2,low floor,New Property,sector 84,flat,1294.0,1,0,semifurnished,luxrious
317,3.49,3.0,3.0,3,high floor,Relatively New,sector 67,flat,2452.0,1,0,unfurnished,semi_luxrious
318,2.15,2.0,2.0,3,high floor,Under Construction,sector 62,flat,1508.0,0,0,unfurnished,semi_luxrious
319,2.0,3.0,3.0,2,mid floor,Moderately Old,sector 43,flat,1125.6,0,0,unfurnished,semi_luxrious
320,0.54,2.0,1.0,3,low floor,New Property,sohna road,flat,745.0,0,0,unfurnished,semi_luxrious
321,1.25,4.0,3.0,3,low floor,Old Property,sector 9,flat,1806.0,1,0,semifurnished,low
322,1.05,2.0,2.0,1,high floor,Relatively New,sector 85,flat,92.0,0,0,unfurnished,normal
323,1.25,3.0,4.0,3,low floor,Relatively New,sector 77,flat,1450.0,1,0,semifurnished,semi_luxrious
324,1.0,1.0,1.0,1,low floor,Old Property,sector 28,flat,880.0,0,1,semifurnished,semi_luxrious
325,1.7,5.0,5.0,2,low floor,Old Property,sector 14,flat,2300.0,0,1,furnished,semi_luxrious
326,1.3,4.0,6.0,2,high floor,New Property,sector 86,flat,2228.8,1,0,unfurnished,semi_luxrious
327,2.12,3.0,3.0,3,mid floor,Relatively New,sector 102,flat,1250.0,0,0,unfurnished,semi_luxrious
328,3.0,3.0,3.0,3+,high floor,Old Property,sector 50,flat,2084.0,1,0,semifurnished,luxrious
329,1.35,3.0,3.0,3,mid floor,Relatively New,sector 102,flat,1022.5705,1,0,unfurnished,luxrious
330,0.9,2.0,2.0,2,low floor,Relatively New,sector 103,flat,1080.0,0,0,unfurnished,normal
331,1.98,3.0,3.0,3+,mid floor,Relatively New,sector 102,flat,2000.0,1,0,semifurnished,semi_luxrious
332,3.7,4.0,4.0,3,high floor,Old Property,sector 25,flat,2100.0,1,0,semifurnished,low
333,1.29,2.0,2.0,3,low floor,New Property,sector 79,flat,1257.6,0,0,unfurnished,low
334,5.6,3.0,3.0,3+,low floor,Relatively New,sector 53,flat,2313.6,0,0,unfurnished,normal
335,1.25,4.0,4.0,3,high floor,Relatively New,sector 92,flat,1714.4,1,0,unfurnished,semi_luxrious
336,1.27,2.0,2.0,3+,high floor,Relatively New,sector 70,flat,1304.0,0,0,semifurnished,luxrious
337,1.36,3.0,2.0,3+,low floor,Relatively New,sector 108,flat,986.0,1,0,semifurnished,semi_luxrious
338,1.0,3.0,3.0,3,low floor,Relatively New,sector 37,flat,915.0,0,0,unfurnished,normal
339,4.25,4.0,5.0,3+,high floor,Moderately Old,sector 48,flat,3642.4,0,0,semifurnished,semi_luxrious
340,1.8,3.0,3.0,3+,mid floor,Relatively New,sector 83,flat,1520.0,0,0,unfurnished,normal
341,1.25,3.0,4.0,2,high floor,Relatively New,sector 71,flat,1394.4,1,1,furnished,luxrious
342,0.27,2.0,2.0,1,low floor,Relatively New,sohna road,flat,457.788667,0,0,semifurnished,normal
343,5.5,3.0,3.0,1,high floor,Under Construction,sector 59,flat,2420.0,1,0,unfurnished,low
344,0.85,3.0,3.0,3,low floor,Relatively New,sector 92,flat,1592.0,0,0,unfurnished,semi_luxrious
345,1.07,2.0,2.0,2,high floor,New Property,sector 33,flat,1108.0,0,0,unfurnished,semi_luxrious
346,0.95,1.0,1.0,1,high floor,Relatively New,sector 67,flat,871.96,0,0,unfurnished,normal
347,0.87,2.0,3.0,3,low floor,Relatively New,sector 108,flat,734.420897,1,0,semifurnished,luxrious
348,4.1,4.0,5.0,3,high floor,New Property,sector 108,flat,1752.0,1,0,furnished,semi_luxrious
349,1.27,2.0,2.0,3+,mid floor,New Property,sector 33,flat,1106.4,0,0,unfurnished,normal
350,1.47,2.0,2.0,2,low floor,New Property,sector 61,flat,1150.0,0,0,unfurnished,normal
351,3.45,3.0,4.0,3,mid floor,Relatively New,sector 66,flat,1800.0,1,0,semifurnished,semi_luxrious
352,1.18,2.0,2.0,3,mid floor,Old Property,sector 2,flat,1252.0,0,0,unfurnished,semi_luxrious
353,1.55,3.0,4.0,3+,low floor,Old Property,sector 2,flat,1536.0,1,0,unfurnished,semi_luxrious
354,3.39,3.0,4.0,3,high floor,Relatively New,sector 67,flat,2000.0,1,0,semifurnished,low
355,1.54,3.0,3.0,3+,high floor,Relatively New,sector 86,flat,1670.0,1,0,unfurnished,luxrious
356,1.42,3.0,3.0,3,mid floor,Relatively New,sector 102,flat,1022.5705,1,0,unfurnished,luxrious
357,1.3,3.0,3.0,2,low floor,Old Property,sector 30,flat,1300.0,0,0,unfurnished,low
358,2.25,3.0,3.0,2,high floor,Old Property,sector 28,flat,1550.0,1,0,unfurnished,semi_luxrious
359,3.5,3.0,4.0,3,high floor,Relatively New,sector 67,flat,2400.0,1,1,semifurnished,luxrious
360,4.8,4.0,6.0,3+,mid floor,New Property,sector 22,flat,2500.0,1,1,furnished,normal
361,0.78,2.0,2.0,2,low floor,New Property,sector 92,flat,957.6,0,0,semifurnished,normal
362,0.88,3.0,3.0,2,low floor,Old Property,sector 9,flat,1123.0,0,0,semifurnished,normal
363,2.6,3.0,3.0,3,low floor,Relatively New,sector 102,flat,2078.4,1,0,unfurnished,luxrious
364,3.4,4.0,4.0,3,low floor,Old Property,sector 25,flat,2470.0,1,0,unfurnished,low
365,2.9,3.0,4.0,2,mid floor,New Property,sector 108,flat,1602.4,0,0,unfurnished,semi_luxrious
366,0.7,2.0,2.0,2,high floor,Moderately Old,sector 108,flat,1204.0,0,0,unfurnished,semi_luxrious
367,1.5,3.0,3.0,3+,high floor,Relatively New,sector 86,flat,1540.0,0,0,unfurnished,luxrious
368,1.28,3.0,3.0,3,low floor,Relatively New,sector 2,flat,1340.0,0,0,semifurnished,normal
369,2.51,3.0,3.0,3+,low floor,New Property,sector 113,flat,1356.0,0,0,unfurnished,normal
370,6.5,4.0,5.0,3+,low floor,New Property,sector 24,flat,3500.0,1,0,furnished,normal
371,3.63,3.0,3.0,1,high floor,Old Property,Heritage City,flat,2500.0,1,0,unfurnished,semi_luxrious
372,1.85,3.0,3.0,3,mid floor,New Property,sector 79,flat,1350.0,1,0,unfurnished,normal
373,2.45,4.0,6.0,3,mid floor,Relatively New,sector 103,flat,2300.0,1,0,unfurnished,normal
374,1.38,3.0,4.0,2,mid floor,Relatively New,sector 85,flat,1696.0,1,0,unfurnished,semi_luxrious
375,5.9,4.0,4.0,3+,hometop,New Property,sector 2,flat,4280.0,1,1,semifurnished,luxrious
376,3.0,4.0,6.0,3+,hometop,Relatively New,sector 82,flat,3912.0,1,1,semifurnished,luxrious
377,2.01,4.0,4.0,3+,mid floor,Moderately Old,sector 1,flat,1760.0,0,0,furnished,low
378,2.1,4.0,4.0,3+,mid floor,Old Property,sector 38,flat,1759.0,0,0,furnished,low
379,4.25,3.0,4.0,3+,low floor,Old Property,sector 24,flat,3200.0,1,0,semifurnished,luxrious
380,2.55,3.0,4.0,3,mid floor,Relatively New,sector 49,flat,1760.0,0,0,semifurnished,normal
381,2.0,4.0,3.0,3,mid floor,Moderately Old,sector 52,flat,1850.0,1,0,furnished,luxrious
382,3.25,3.0,4.0,3+,low floor,Old Property,sector 50,flat,2537.0,1,0,semifurnished,luxrious
383,1.6,3.0,3.0,3,low floor,New Property,dwarka expressway,flat,1351.2,0,0,unfurnished,normal
384,1.5,3.0,4.0,3+,mid floor,Moderately Old,sector 2,flat,1536.0,1,0,unfurnished,semi_luxrious
385,3.75,3.0,3.0,2,high floor,New Property,sector 108,flat,1874.4,1,0,unfurnished,semi_luxrious
386,0.95,2.0,2.0,3,mid floor,Old Property,sector 2,flat,1416.0,0,0,semifurnished,semi_luxrious
387,1.4,4.0,3.0,3,low floor,Old Property,sector 15,flat,1300.0,0,0,semifurnished,semi_luxrious
388,1.56,3.0,4.0,3+,high floor,Relatively New,sector 86,flat,1450.0,0,0,unfurnished,luxrious
389,1.35,3.0,3.0,3,mid floor,Relatively New,sector 102,flat,1022.5705,1,0,unfurnished,semi_luxrious
390,1.4,2.0,2.0,2,high floor,New Property,sector 102,flat,1000.0,0,0,semifurnished,normal
391,2.26,3.0,3.0,2,high floor,Old Property,sector 28,flat,1650.0,1,0,unfurnished,luxrious
392,1.2,2.0,2.0,2,groundfloor,New Property,sector 33,flat,900.0,0,0,unfurnished,normal
393,2.08,4.0,4.0,3,groundfloor,New Property,sector 37,flat,1954.4,1,1,unfurnished,luxrious
394,1.75,3.0,4.0,3,mid floor,Relatively New,sector 85,flat,1926.4,1,0,unfurnished,normal
395,2.99,3.0,3.0,3,low floor,Relatively New,sector 67,flat,2100.0,1,0,semifurnished,normal
396,2.1,2.0,2.0,2,high floor,New Property,sector 62,flat,1206.5901344,1,0,unfurnished,normal
397,2.87,3.0,3.0,3+,high floor,Relatively New,sector 67,flat,1808.0,1,0,semifurnished,luxrious
398,2.35,3.0,3.0,2,high floor,Old Property,sector 28,flat,1421.6,1,0,unfurnished,luxrious
399,3.0,3.0,4.0,3,low floor,Moderately Old,sector 24,flat,2500.0,0,0,unfurnished,low
400,6.0,4.0,6.0,3+,mid floor,Moderately Old,sector 24,flat,4400.0,0,0,unfurnished,low
401,2.35,3.0,3.0,3,low floor,Relatively New,sector 65,flat,1200.0,1,0,unfurnished,luxrious
402,1.9,3.0,4.0,3+,mid floor,Relatively New,sector 103,flat,3344.0,1,1,semifurnished,normal
403,0.72,3.0,3.0,2,mid floor,Moderately Old,sector 85,flat,1250.0,0,0,unfurnished,normal
404,0.65,3.0,2.0,3+,mid floor,Moderately Old,sector 1,flat,1526.0,0,0,unfurnished,low
405,2.34,3.0,4.0,3+,high floor,Relatively New,sector 81,flat,1670.0,1,0,furnished,luxrious
406,2.57,4.0,5.0,3+,high floor,New Property,sector 113,flat,1650.0,0,0,semifurnished,semi_luxrious
407,1.71,3.0,3.0,3+,mid floor,Relatively New,sector 37,flat,2191.184,0,0,unfurnished,normal
408,3.79,5.0,5.0,3,low floor,Relatively New,sector 110,flat,3064.0,1,0,unfurnished,luxrious
409,2.05,4.0,4.0,3+,mid floor,Old Property,sector 56,flat,2400.0,0,0,semifurnished,luxrious
410,5.2,3.0,3.0,3,high floor,Relatively New,sector 65,flat,2383.2000000000003,1,0,semifurnished,semi_luxrious
411,3.2,3.0,3.0,3,high floor,Relatively New,sector 66,flat,1800.0,1,1,semifurnished,luxrious
412,0.69,2.0,2.0,1,low floor,Old Property,sector 30,flat,792.0,0,0,unfurnished,semi_luxrious
413,3.75,3.0,3.0,2,high floor,Relatively New,sector 112,flat,2241.6,1,0,semifurnished,luxrious
414,3.65,3.0,4.0,3+,high floor,Relatively New,sector 112,flat,2241.6,1,0,semifurnished,luxrious
415,5.49,4.0,5.0,3+,mid floor,Relatively New,sector 112,flat,3791.2,1,0,semifurnished,luxrious
416,1.05,4.0,4.0,3+,low floor,New Property,sector 84,flat,1676.0,0,0,unfurnished,semi_luxrious
417,3.35,3.0,4.0,2,high floor,New Property,sector 108,flat,1658.3294896,0,0,unfurnished,semi_luxrious
418,2.4,3.0,3.0,3+,mid floor,Moderately Old,sector 47,flat,1668.8000000000002,1,0,semifurnished,luxrious
419,1.71,3.0,3.0,3+,mid floor,Moderately Old,sector 56,flat,2250.0,1,0,semifurnished,luxrious
420,6.3,5.0,6.0,3+,mid floor,Under Construction,sector 106,flat,3500.0,0,0,semifurnished,semi_luxrious
421,2.2,3.0,3.0,2,mid floor,Moderately Old,sector 109,flat,2318.0,1,0,semifurnished,luxrious
422,3.25,4.0,4.0,3,high floor,Relatively New,sector 110,flat,2720.0,1,0,unfurnished,luxrious
423,11.25,4.0,5.0,3+,low floor,Relatively New,sector 48,flat,3980.0,1,1,unfurnished,normal
424,3.3,3.0,3.0,3,low floor,New Property,sector 33,flat,2400.0,1,1,unfurnished,semi_luxrious
425,1.51,3.0,4.0,3+,mid floor,Moderately Old,sector 2,flat,1536.0,1,0,semifurnished,semi_luxrious
426,1.38,3.0,3.0,3,mid floor,Relatively New,sector 102,flat,1022.5705,1,0,semifurnished,luxrious
427,4.6,3.0,3.0,3,high floor,Relatively New,sector 66,flat,2500.0,1,1,semifurnished,luxrious
428,1.4,3.0,3.0,3,mid floor,Relatively New,sector 102,flat,1200.0,1,0,unfurnished,normal
429,3.5,4.0,4.0,3,low floor,Relatively New,sector 65,flat,1580.0,1,0,semifurnished,luxrious
430,0.99,3.0,4.0,2,high floor,New Property,sector 82,flat,1432.0,1,0,unfurnished,semi_luxrious
431,2.65,3.0,3.0,3,mid floor,Relatively New,sector 65,flat,1650.0,1,0,unfurnished,normal
432,2.4,3.0,3.0,2,low floor,New Property,sector 45,flat,172.8,1,0,semifurnished,low
433,1.65,3.0,3.0,3+,high floor,Relatively New,sector 109,flat,1720.0,1,0,semifurnished,normal
434,1.25,4.0,3.0,3,low floor,Old Property,sector 9,flat,1806.0,1,0,unfurnished,normal
435,4.0,3.0,3.0,3,high floor,New Property,sector 62,flat,2071.0604712,1,0,semifurnished,normal
436,1.8,3.0,3.0,3,mid floor,Relatively New,sector 83,flat,1240.00128,1,0,semifurnished,semi_luxrious
437,1.75,4.0,3.0,3+,mid floor,Relatively New,sector 91,flat,1573.574541,1,1,unfurnished,luxrious
438,2.35,3.0,3.0,2,low floor,Relatively New,sector 65,flat,1650.049,1,0,unfurnished,luxrious
439,7.15,4.0,5.0,3+,mid floor,Relatively New,sector 62,flat,3469.6000000000004,1,0,semifurnished,luxrious
440,1.64,4.0,3.0,3,mid floor,Relatively New,sector 77,flat,1560.0,1,0,unfurnished,semi_luxrious
441,2.8,3.0,3.0,2,low floor,Relatively New,sector 65,flat,1320.0,1,0,unfurnished,semi_luxrious
442,6.75,4.0,6.0,3+,high floor,Moderately Old,sector 54,flat,2240.0,1,0,semifurnished,luxrious
443,3.5,3.0,4.0,3,high floor,Relatively New,sector 67,flat,2050.0,1,0,semifurnished,luxrious
444,4.6,3.0,3.0,3,mid floor,New Property,sector 65,flat,1717.0,1,1,unfurnished,luxrious
445,2.25,3.0,3.0,3,mid floor,Relatively New,sector 74,flat,1800.0,0,0,unfurnished,luxrious
446,2.2,3.0,3.0,3+,high floor,Relatively New,sector 82,flat,1673.6,1,0,furnished,luxrious
447,2.85,4.0,4.0,3+,low floor,New Property,sector 82,flat,1800.0,1,0,furnished,luxrious
448,1.76,4.0,4.0,3+,mid floor,Relatively New,sector 90,flat,1670.0,0,0,semifurnished,luxrious
449,1.0,2.0,2.0,3+,low floor,New Property,sector 106,flat,845.0,0,0,semifurnished,low
450,3.6,4.0,4.0,3,low floor,Moderately Old,sector 61,flat,2280.8,1,0,semifurnished,luxrious
451,1.78,3.0,4.0,3+,mid floor,New Property,sector 85,flat,1926.4,0,0,unfurnished,luxrious
452,0.98,3.0,3.0,3,groundfloor,Moderately Old,sector 71,flat,1296.0,0,0,unfurnished,semi_luxrious
453,2.82,3.0,3.0,3,low floor,Relatively New,sector 60,flat,2200.0,1,0,semifurnished,luxrious
454,3.21,3.0,4.0,3+,high floor,Relatively New,sector 72,flat,2000.0,1,0,semifurnished,luxrious
455,1.9,3.0,2.0,2,mid floor,Relatively New,sector 113,flat,1027.0,0,1,semifurnished,luxrious
456,1.19,3.0,3.0,2,high floor,Relatively New,sector 90,flat,1380.8000000000002,0,0,unfurnished,semi_luxrious
457,1.35,3.0,3.0,3+,mid floor,Moderately Old,sector 81,flat,1130.0,0,0,semifurnished,semi_luxrious
458,1.8,4.0,5.0,3+,low floor,Relatively New,sector 69,flat,2000.0,1,0,unfurnished,luxrious
459,1.35,3.0,3.0,3+,low floor,Relatively New,sector 103,flat,1432.0,0,0,semifurnished,luxrious
460,1.7,3.0,3.0,3+,mid floor,Relatively New,sector 109,flat,2036.0,1,0,unfurnished,luxrious
461,1.6,4.0,5.0,3+,mid floor,Relatively New,sector 82,flat,1940.0,1,0,unfurnished,luxrious
462,2.65,3.0,4.0,3+,mid floor,Moderately Old,sector 60,flat,2045.0,1,0,semifurnished,luxrious
463,0.55,2.0,2.0,2,mid floor,Relatively New,sector 85,flat,950.0,0,0,unfurnished,luxrious
464,1.4,3.0,3.0,3,mid floor,Relatively New,sector 102,flat,1022.5705,1,0,unfurnished,semi_luxrious
465,1.26,2.0,2.0,3,mid floor,Moderately Old,sector 2,flat,1252.0,0,0,unfurnished,semi_luxrious
466,1.7,4.0,5.0,3+,mid floor,Relatively New,sector 107,flat,2214.4,1,0,unfurnished,semi_luxrious
467,4.1,3.0,3.0,3+,low floor,New Property,sector 22,flat,1459.0,0,0,furnished,luxrious
468,1.01,2.0,2.0,3,mid floor,Relatively New,sector 103,flat,1250.0,0,0,semifurnished,luxrious
469,1.45,3.0,5.0,3,high floor,Relatively New,sector 99,flat,1597.6,1,0,semifurnished,normal
470,1.6,3.0,3.0,3+,mid floor,Old Property,sector 48,flat,1800.0,0,0,semifurnished,normal
471,2.99,3.0,3.0,3,mid floor,Relatively New,sector 66,flat,1500.0,1,0,semifurnished,normal
472,1.9,3.0,4.0,3+,high floor,Relatively New,sector 102,flat,1553.6,1,0,unfurnished,luxrious
473,1.75,3.0,3.0,3,mid floor,Relatively New,sector 65,flat,809.0,1,0,semifurnished,luxrious
474,1.3,3.0,3.0,3+,mid floor,Relatively New,sector 90,flat,1400.0,0,0,unfurnished,luxrious
475,2.95,3.0,3.0,3,mid floor,Relatively New,sector 67,flat,1906.0,1,0,semifurnished,luxrious
476,3.4,3.0,4.0,3,high floor,Relatively New,sector 67,flat,1708.0,1,0,semifurnished,luxrious
477,3.32,3.0,4.0,3,mid floor,New Property,sector 67,flat,1709.0,1,0,semifurnished,luxrious
478,0.95,2.0,2.0,3,low floor,Moderately Old,sector 2,flat,1132.0,0,0,semifurnished,semi_luxrious
479,1.55,2.0,2.0,3+,high floor,Relatively New,sector 74,flat,1124.0,0,0,unfurnished,luxrious
480,1.54,2.0,2.0,3+,high floor,Relatively New,sector 74,flat,1139.0,0,0,unfurnished,luxrious
481,2.45,3.0,3.0,3+,high floor,Relatively New,sector 74,flat,1614.0,0,0,unfurnished,luxrious
482,2.6,3.0,4.0,3+,mid floor,Relatively New,sector 104,flat,1715.0,1,0,unfurnished,semi_luxrious
483,1.83,3.0,4.0,3,mid floor,Relatively New,sector 85,flat,1875.0,0,0,unfurnished,normal
484,1.09,2.0,2.0,3,mid floor,Relatively New,sector 85,flat,1350.0,0,0,unfurnished,normal
485,1.87,3.0,4.0,3,mid floor,Relatively New,sector 85,flat,2175.0,0,0,unfurnished,normal
486,1.05,2.0,2.0,3+,mid floor,Relatively New,sector 85,flat,1336.8000000000002,0,0,unfurnished,luxrious
487,1.77,3.0,4.0,3+,mid floor,New Property,sector 85,flat,1926.4,0,0,unfurnished,semi_luxrious
488,2.2,3.0,3.0,3,high floor,New Property,sector 74,flat,1614.4,0,0,semifurnished,low
489,0.6,1.0,1.0,1,mid floor,Moderately Old,sector 2,flat,588.0,0,0,semifurnished,semi_luxrious
490,1.8,4.0,4.0,3+,low floor,Moderately Old,sector 47,flat,2700.0,0,0,semifurnished,luxrious
491,0.64,3.0,2.0,3+,mid floor,Old Property,sector 1,flat,1526.0,0,0,unfurnished,normal
