society,price,price_persqft,bedRoom,bathroom,balcony,floorNum,agePossession,sector,type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
allure homes,0.72,7272.0,2.0,2.0,1,2.0,Relatively New,sector 12,flat,990.0,0,0,0,0,1,0,16
zara aavaas,0.4,7036.0,2.0,2.0,1,4.0,Relatively New,sector 104,flat,454.75324720000003,0,0,0,0,0,2,52
sidhartha ncr one phase,0.56,4105.0,2.0,2.0,2,10.0,Relatively New,sector 95,flat,1091.2,0,0,0,0,0,0,60
chd avenue,1.1,6790.0,3.0,3.0,3,11.0,Relatively New,sector 71,flat,1296.0,0,0,0,0,1,2,72
ramprastha the edge towers,0.71,5420.0,2.0,2.0,3,10.0,New Property,sector 37d,flat,1000.0,0,0,0,0,1,2,38
supertech araville,0.78,6024.0,2.0,2.0,3+,0.0,New Property,sector 79,flat,1036.0,0,0,0,0,1,2,74
imperia aashiyara,0.4,5882.0,2.0,2.0,3,3.0,Under Construction,sector 37c,flat,680.0,0,0,0,0,0,2,126
la vida by tata housing,1.85,11716.0,3.0,2.0,2,7.0,New Property,sector 113,flat,1263.2,0,0,0,0,0,2,13
shapoorji pallonji joyville gurugram,1.1,12181.0,2.0,2.0,1,8.0,Relatively New,sector 102,flat,722.4000000000001,0,0,0,0,0,2,105
smart world orchard,1.41,12250.0,2.0,2.0,2,2.0,New Property,sector 61,flat,1151.02,1,0,0,0,0,2,76
supertech araville,1.45,7455.0,3.0,3.0,3,3.0,Relatively New,sector 79,flat,1945.0,0,0,0,0,0,2,0
smart world orchard,2.2,13500.0,3.0,3.0,2,1.0,New Property,sector 61,flat,1600.0,0,0,0,0,0,2,49
unitech the residences,1.1,9909.0,2.0,2.0,3,9.0,Moderately Old,sector 33,flat,1000.0,0,0,0,0,0,0,44
emaar imperial gardens,2.05,9876.0,3.0,4.0,3+,14.0,Relatively New,sector 102,flat,2025.0,0,1,0,0,0,2,116
sare homes,0.6,5000.0,3.0,2.0,3,4.0,Moderately Old,sector 92,flat,1200.0,0,0,0,0,0,0,49
greenopolis,0.8,4820.0,2.0,3.0,3,8.0,Under Construction,sector 89,flat,1328.0,1,0,0,0,1,2,60
pivotal devaan,0.41,7032.0,2.0,2.0,2,10.0,New Property,sector 84,flat,483.0,0,0,0,0,0,0,23
today callidora,0.9,5548.0,3.0,3.0,3,3.0,Under Construction,sector 73,flat,1622.206,0,1,0,0,0,2,63
"m m residency, krishna colony, gurgaon",0.54,5888.0,2.0,2.0,1,3.0,Relatively New,sector 7,flat,900.0,0,0,0,0,0,2,70
signature global park 4,0.82,7585.0,3.0,2.0,2,2.0,New Property,sector 36,flat,650.0,0,0,0,0,0,2,8
chd avenue,1.0,6734.0,3.0,3.0,3+,3.0,Relatively New,sector 71,flat,1188.0,0,0,0,0,0,0,7
park royal apartment,1.85,9024.0,3.0,4.0,3,7.0,Old Property,sector 56,flat,2050.0,0,1,0,0,0,2,72
vatika boulevard residences and heights,1.42,8000.0,3.0,3.0,2,2.0,Relatively New,sector 83,flat,1775.0,0,0,0,0,0,0,113
signature global the millennia,0.55,9166.0,2.0,2.0,3,3.0,New Property,sector 37d,flat,600.0,0,0,0,0,0,2,71
m3m heights,2.29,15980.0,2.0,2.0,3,8.0,Under Construction,sector 65,flat,1433.0,1,0,0,0,0,2,15
shapoorji pallonji joyville gurugram,0.97,10601.0,2.0,2.0,2,12.0,New Property,sector 102,flat,600.0,0,0,0,0,0,2,57
tulip monsella,8.25,28000.0,3.0,4.0,3,8.0,Relatively New,sector 53,flat,2352.0,0,1,0,0,0,1,35
shyamkunj ashok vihar pahse 2,0.3,4444.0,2.0,2.0,1,1.0,Relatively New,sector 3 phase 2,flat,675.0,0,0,0,0,0,2,21
godrej nature plus,1.65,14335.0,2.0,2.0,3,1.0,Under Construction,sector 33,flat,1151.0,0,0,0,0,0,2,38
m3m heights,1.99,15793.0,2.0,2.0,2,26.0,Relatively New,sector 65,flat,1008.0,0,0,0,0,0,2,48
m3m the marina,1.0,12500.0,2.0,2.0,3,21.0,Relatively New,sector 68,flat,800.0,0,0,0,0,0,2,31
emaar digihomes,4.25,26562.0,3.0,3.0,3,8.0,Under Construction,sector 62,flat,1600.0,1,0,0,0,0,2,16
umang monsoon breeze,1.25,5000.0,4.0,4.0,3,2.0,Relatively New,sector 78,flat,2000.0,0,1,0,1,1,2,57
mapsko paradise,0.95,6300.0,3.0,3.0,3,1.0,Moderately Old,sector 83,flat,1340.0,0,0,0,0,0,2,0
cancon enclave,1.05,7777.0,3.0,2.0,2,2.0,New Property,sector 4,flat,1350.0,0,0,0,0,0,0,0
tata primanti,4.1,14100.0,4.0,5.0,3+,39.0,New Property,sector 72,flat,2324.0,0,1,0,0,1,2,103
mrg world ultimus,0.5,6983.0,2.0,2.0,2,1.0,Relatively New,sector 90,flat,716.0,0,0,0,0,0,2,21
sonata group housing gh 24,1.65,5892.0,4.0,3.0,3,8.0,New Property,sector 1,flat,2800.0,0,1,0,0,0,2,20
bptp pedestal,1.6,10158.0,3.0,3.0,3,2.0,New Property,sector 70a,flat,1575.0,0,1,0,0,1,2,77
smart world orchard,2.1,13750.0,3.0,2.0,3,3.0,New Property,sector 61,flat,1549.0,0,0,0,0,0,2,146
hsiidc sidco aravali,0.9,3648.0,4.0,4.0,3,7.0,Moderately Old,sector 1,flat,1973.6000000000001,0,0,0,0,0,2,0
godrej aria,1.1,7772.0,2.0,2.0,3+,4.0,New Property,sector 79,flat,1080.8,0,0,0,0,0,0,49
assotech blith,0.92,6739.0,2.0,2.0,3+,22.0,Under Construction,sector 99,flat,1092.0,0,0,0,0,0,2,56
sare crescent parc,0.7,5556.0,3.0,3.0,2,14.0,Under Construction,sector 92,flat,1259.899,0,0,0,0,0,2,38
unitech vistas,0.99,6325.0,3.0,4.0,2,11.0,Under Construction,sector 70,flat,1252.0,0,0,0,0,0,2,0
supertech araville,0.71,6061.0,2.0,2.0,3+,17.0,New Property,sector 79,flat,1295.0,0,0,0,0,1,2,53
ansal housing highland park,0.88,6429.0,2.0,2.0,3,3.0,New Property,sector 103,flat,1088.8,0,0,0,0,0,2,52
tulip white,0.91,6862.0,3.0,2.0,2,12.0,Moderately Old,sector 69,flat,1326.0,0,0,0,0,0,2,43
mapsko casa bella,1.25,6377.0,3.0,4.0,3+,8.0,Under Construction,sector 82,flat,1568.0,0,0,0,0,0,2,54
unitech uniworld gardens,1.05,10531.0,2.0,2.0,2,3.0,Relatively New,sector 47,flat,997.0,0,0,0,0,0,0,34
ild grand,0.66,5038.0,2.0,2.0,3+,14.0,Relatively New,sector 37c,flat,1310.044,0,0,0,0,0,2,60
m3m capital,1.83,13969.0,2.0,2.0,0,7.0,New Property,sector 113,flat,1310.044,0,0,0,0,0,2,68
unitech vistas,0.53,4800.0,2.0,2.0,2,9.0,Relatively New,sector 70,flat,876.0,0,0,0,0,1,2,24
ramprastha the edge towers,0.8,5797.0,2.0,2.0,3,2.0,Relatively New,sector 37d,flat,1200.0,0,0,0,0,0,2,78
smart world gems,1.71,12000.0,3.0,2.0,0,3.0,New Property,sector 89,flat,1425.0,0,0,0,0,0,2,45
sapphire eighty three,0.65,9286.0,1.0,1.0,0,6.0,Relatively New,sector 83,flat,699.978,0,0,0,0,0,2,0
pareena coban residences,1.3,6510.0,3.0,3.0,0,16.0,New Property,sector 99a,flat,1996.928,0,0,0,0,0,2,0
sare crescent parc,0.82,5384.0,3.0,3.0,3+,12.0,Relatively New,sector 92,flat,1523.031,0,0,0,0,0,2,0
dlf the grove,5.7,41245.0,3.0,3.0,3,1.0,Moderately Old,sector 54,flat,1381.986,0,0,0,0,0,2,46
baani city center,0.88,10945.0,1.0,1.0,2,4.0,New Property,sector 63,flat,600.0,0,0,0,0,0,2,0
indiabulls enigma,4.0,9851.0,4.0,4.0,3,17.0,New Property,sector 110,flat,4060.501,0,0,0,0,0,2,59
ss the leaf,1.93,8075.0,3.0,4.0,3,7.0,Relatively New,sector 85,flat,2408.0,0,1,0,0,0,2,174
smart world one dxp,3.45,13269.0,4.0,4.0,3,11.0,New Property,sector 113,flat,2080.0,1,1,0,0,0,0,156
sukhshanti apartment,1.7,7727.0,3.0,3.0,3,4.0,Moderately Old,sector 56,flat,1610.0,1,0,0,0,0,2,49
m3m golfestate,6.15,15998.0,3.0,5.0,3+,1.0,Relatively New,sector 65,flat,3844.0,0,1,0,0,0,1,49
bestech park view residency,1.4,7865.0,3.0,3.0,3+,6.0,Old Property,sector 2,flat,1424.0,0,0,0,0,0,1,107
ss almeria,1.48,7400.0,3.0,3.0,2,1.0,New Property,sector 84,flat,1294.0,0,1,1,0,0,0,139
jmd gardens,3.25,7510.0,4.0,4.0,3+,17.0,Old Property,sector 33,flat,4328.0,0,1,0,0,0,0,130
cghs agrim apartment,1.49,8514.0,3.0,2.0,3+,1.0,Old Property,kanahi,flat,1750.0,0,0,0,0,0,1,68
global hill view,0.3,4599.0,2.0,2.0,2,16.0,Relatively New,sector-11 sohna road,flat,761.0,0,0,0,0,0,2,0
ireo victory valley,3.49,13000.0,3.0,3.0,3,19.0,Relatively New,sector 67,flat,2452.0,0,1,0,0,0,2,103
emaar digihomes,2.15,14257.0,2.0,2.0,3,31.0,Under Construction,sector 62,flat,1508.0,0,0,0,0,0,2,101
godrej nature plus,1.4,9333.0,2.0,2.0,3,14.0,Under Construction,sector 33,flat,1385.0,0,0,0,0,0,2,67
dlf carlton estate,2.0,14214.0,3.0,3.0,2,5.0,Moderately Old,sector 43,flat,1125.6000000000001,0,0,0,0,0,2,65
smart world orchard,2.3,14110.0,3.0,3.0,2,2.0,New Property,sector 61,flat,1304.0,1,0,0,0,0,2,79
signature global park,0.54,7248.0,2.0,1.0,3,1.0,New Property,sohna road,flat,745.0,0,0,0,0,0,2,65
railway officers rpf society,1.25,6921.0,4.0,3.0,3,1.0,Old Property,sector 9a,flat,1806.0,0,1,0,0,0,0,12
godrej air,1.05,10603.0,2.0,2.0,1,15.0,Relatively New,sector 85,flat,92.0,0,0,0,0,0,2,45
emaar mgf palm hills,1.25,8620.0,3.0,4.0,3,1.0,Relatively New,sector 77,flat,1450.0,0,1,0,0,0,0,104
maruti vihar,1.0,9090.0,1.0,1.0,1,1.0,Old Property,sector 28,flat,880.0,1,0,0,1,0,0,80
vasant appartments,1.7,7391.0,5.0,5.0,2,2.0,Old Property,sector 14,flat,2300.0,1,0,1,1,0,1,71
ansal heights 86,1.3,4666.0,4.0,6.0,2,11.0,New Property,sector 86,flat,2228.8,0,1,0,0,1,2,86
shapoorji pallonji joyville gurugram,2.12,16960.0,3.0,3.0,3,9.0,Relatively New,sector 102,flat,1250.0,0,0,0,0,0,2,72
puri the aravallis,3.9,33209.0,3.0,4.0,3+,33.0,New Property,sector 61,flat,1249.68879,0,1,0,0,0,2,158
the close north,3.0,11516.0,3.0,3.0,3+,14.0,Old Property,sector 50,flat,2084.0,0,1,0,0,0,0,121
smart world orchard,2.2,14202.0,3.0,3.0,2,4.0,New Property,sector 61,flat,1549.0,0,0,0,0,0,2,152
emaar gurgaon greens,1.35,8181.0,3.0,3.0,3,5.0,Relatively New,sector 102,flat,1022.5705,0,1,0,0,0,2,119
godrej nature plus,1.67,10500.0,3.0,2.0,2,18.0,New Property,sector 33,flat,1671.0,0,0,0,0,0,2,67
landmark the residency,0.9,6666.0,2.0,2.0,2,1.0,Relatively New,sector 103,flat,1080.0,0,0,0,0,0,2,44
m3m capital,2.37,11500.0,4.0,4.0,3+,20.0,Under Construction,sector 113,flat,1600.0,1,0,0,0,0,2,143
emaar imperial gardens,1.98,9900.0,3.0,3.0,3+,9.0,Relatively New,sector 102,flat,2000.0,0,1,0,0,0,0,72
dlf belvedere towers,3.7,17619.0,4.0,4.0,3,18.0,Old Property,sector 25,flat,2100.0,0,1,0,0,0,0,26
m3m crown,4.67,17000.0,4.0,4.0,3+,8.0,Relatively New,sector 111,flat,2750.0,0,0,0,0,0,2,73
godrej,1.29,8206.0,2.0,2.0,3,4.0,New Property,sector 79,flat,1257.6000000000001,0,0,0,0,0,2,0
central park resorts,3.65,15240.0,3.0,3.0,3+,9.0,Relatively New,sector 48,flat,1496.0,0,0,0,0,1,0,157
tulip monsella,5.6,19363.0,3.0,3.0,3+,1.0,Relatively New,sector 53,flat,2313.6,0,0,0,0,0,2,42
sare crescent parc royal greens phase 1,1.25,5832.0,4.0,4.0,3,20.0,Relatively New,sector 92,flat,1714.4,0,1,0,0,0,2,60
aipl club residences,1.27,9777.0,2.0,2.0,3+,24.0,Relatively New,sector 70a,flat,1304.0,0,0,0,0,1,0,113
experion the heartsong,1.36,6542.0,3.0,2.0,3+,2.0,Relatively New,sector 108,flat,986.0,1,1,0,0,0,0,77
signature global city,1.0,8160.0,3.0,3.0,3,4.0,Relatively New,sector 37d,flat,915.0,0,0,0,0,0,2,49
bestech park view city,4.25,9334.0,4.0,5.0,3+,14.0,Moderately Old,sector 48,flat,3642.4,1,0,0,0,0,0,81
emaar palm gardens,1.8,9473.0,3.0,3.0,3+,9.0,Relatively New,sector 83,flat,1520.0,0,0,0,0,0,2,55
chd avenue,1.25,6597.0,3.0,4.0,2,14.0,Relatively New,sector 71,flat,1394.4,1,1,0,1,1,1,128
mvn athens,0.27,5897.0,2.0,2.0,1,4.0,Relatively New,sohna road,flat,457.788667,0,0,0,0,1,0,35
mahindra luminare,5.5,18181.0,3.0,3.0,1,26.0,Under Construction,sector 59,flat,2420.0,0,1,0,0,0,2,24
raheja navodaya,0.85,4271.0,3.0,3.0,3,2.0,Relatively New,sector 92,flat,1592.0,0,0,0,0,0,2,100
godrej nature plus,1.07,7725.0,2.0,2.0,2,14.0,New Property,sector 33,flat,1108.0,0,0,0,0,0,2,68
m3m urbana,0.95,10895.0,1.0,1.0,1,17.0,Relatively New,sector 67,flat,871.96,0,0,0,0,0,2,49
experion the heartsong,0.87,11845.0,2.0,3.0,3,2.0,Relatively New,sector 108,flat,734.420897,0,1,0,0,0,0,123
sobha city,4.1,23401.0,4.0,5.0,3,25.0,New Property,sector 108,flat,1752.0,1,1,0,0,0,1,97
godrej nature plus,1.27,9182.0,2.0,2.0,3+,9.0,New Property,sector 33,flat,1106.4,0,0,0,0,0,2,38
smart world orchard,1.47,12782.0,2.0,2.0,2,4.0,New Property,sector 61,flat,1150.0,1,0,0,0,0,2,31
emaar mgf the palm drive,3.45,15681.0,3.0,4.0,3,6.0,Relatively New,sector 66,flat,1800.0,0,1,0,0,0,0,95
bestech park view residency,1.18,7539.0,2.0,2.0,3,5.0,Old Property,sector 2,flat,1252.0,1,0,0,0,0,2,76
bestech park view residency,1.55,8072.0,3.0,4.0,3+,4.0,Old Property,sector 2,flat,1536.0,0,1,0,0,0,2,84
m3m merlin,3.39,14376.0,3.0,4.0,3,14.0,Relatively New,sector 67,flat,2000.0,0,1,0,0,0,0,26
dlf the skycourt,1.54,9221.0,3.0,3.0,3+,15.0,Relatively New,sector 86,flat,1670.0,0,1,0,0,0,2,174
emaar gurgaon greens,1.42,8606.0,3.0,3.0,3,7.0,Relatively New,sector 102,flat,1022.5705,0,1,0,0,0,2,128
afnhb jalvayu vihar,1.3,10000.0,3.0,3.0,2,2.0,Old Property,sector 30,flat,1300.0,0,0,0,0,0,2,19
dlf regency park,2.25,14516.0,3.0,3.0,2,16.0,Old Property,sector 28,flat,1550.0,0,1,0,0,0,2,89
ireo victory valley,3.5,14583.0,3.0,4.0,3,24.0,Relatively New,sector 67,flat,2400.0,0,1,0,1,0,0,149
ambience creacions,4.8,19200.0,4.0,6.0,3+,10.0,New Property,sector 22,flat,2500.0,0,1,0,1,0,1,49
signature global city 92,0.78,8047.0,2.0,2.0,2,2.0,New Property,sector 92,flat,957.6,0,0,0,0,0,0,47
the khushboo cooperative housing society ltd,0.88,4888.0,3.0,3.0,2,2.0,Old Property,sector 9a,flat,1123.0,0,0,0,0,0,0,31
adani m2k oyster grande,2.6,10007.0,3.0,3.0,3,2.0,Relatively New,sector 102,flat,2078.4,1,1,1,0,0,2,118
dlf belvedere towers,3.4,13765.0,4.0,4.0,3,1.0,Old Property,sector 25,flat,2470.0,0,1,0,0,0,2,26
sobha city,2.9,14478.0,3.0,4.0,2,8.0,New Property,sector 108,flat,1602.4,0,0,0,0,0,2,109
raheja vedaanta,0.7,4651.0,2.0,2.0,2,12.0,Moderately Old,sector 108,flat,1204.0,0,0,0,0,0,2,72
dlf the skycourt,1.5,9740.0,3.0,3.0,3+,18.0,Relatively New,sector 86,flat,1540.0,1,0,0,0,0,2,174
suncity vatsal valley,1.28,9552.0,3.0,3.0,3,1.0,Relatively New,sector 2,flat,1340.0,0,0,0,0,0,0,49
m3m capital,2.51,14800.0,3.0,3.0,3+,2.0,New Property,sector 113,flat,1356.0,1,0,0,0,0,2,49
dlf city plots phase 3,6.5,18571.0,4.0,5.0,3+,3.0,New Property,sector 24,flat,3500.0,0,1,0,0,0,1,42
unitech heritage city,3.63,14500.0,3.0,3.0,1,11.0,Old Property,heritage city,flat,2500.0,0,1,1,0,0,2,69
bestech altura,1.85,8604.0,3.0,3.0,3,7.0,New Property,sector 79,flat,1350.0,0,1,0,0,0,2,53
indiabulls centrum park,2.45,8521.0,4.0,6.0,3,5.0,Relatively New,sector 103,flat,2300.0,0,1,0,0,0,2,38
orris aster court premier,1.38,6509.0,3.0,4.0,2,6.0,Relatively New,sector 85,flat,1696.0,0,1,0,0,0,2,76
paras quartier,5.9,11028.0,4.0,4.0,3+,19.0,New Property,sector 2,flat,4280.0,1,1,1,1,0,0,160
mapsko casa bella,3.0,6134.0,4.0,6.0,3+,25.0,Relatively New,sector 82,flat,3912.0,0,1,0,1,0,0,119
samadhan shri kamal cghs,2.01,11426.0,4.0,4.0,3+,10.0,Moderately Old,sector 1,flat,1760.0,0,0,0,0,0,1,0
navjyoti apartment,2.1,11938.0,4.0,4.0,3+,10.0,Old Property,sector 38,flat,1759.0,0,0,0,0,0,1,22
ambience lagoon,4.25,13281.0,3.0,4.0,3+,3.0,Old Property,sector 24,flat,3200.0,0,1,1,0,0,0,131
orchid petals,2.55,12318.0,3.0,4.0,3,8.0,Relatively New,sector 49,flat,1760.0,1,0,0,0,0,0,49
friends apartment,2.0,8510.0,4.0,3.0,3,5.0,Moderately Old,sector 52,flat,1850.0,0,1,0,0,0,1,111
the close south,3.25,12810.0,3.0,4.0,3+,4.0,Old Property,sector 50,flat,2537.0,0,1,0,0,0,0,135
hero homes,1.6,7825.0,3.0,3.0,3,1.0,New Property,dwarka expressway,flat,1351.2,0,0,0,0,0,2,49
bestech park view residency,1.5,7825.0,3.0,4.0,3+,10.0,Moderately Old,sector 2,flat,1536.0,0,1,0,0,0,2,93
sobha city,3.75,14938.0,3.0,3.0,2,16.0,New Property,sector 108,flat,1874.4,0,1,0,0,0,2,77
bestech park view residency,0.95,6709.0,2.0,2.0,3,10.0,Old Property,sector 2,flat,1416.0,0,0,0,0,0,0,88
cghs rail vihar,1.4,10769.0,4.0,3.0,3,3.0,Old Property,sector 15,flat,1300.0,0,0,0,0,0,0,81
dlf the skycourt,1.56,8087.0,3.0,4.0,3+,17.0,Relatively New,sector 86,flat,1450.0,0,0,1,0,0,2,174
emaar gurgaon greens,1.35,8181.0,3.0,3.0,3,9.0,Relatively New,sector 102,flat,1022.5705,0,1,0,0,0,2,100
shapoorji pallonji joyville gurugram,1.4,10378.0,2.0,2.0,2,11.0,New Property,sector 102,flat,1000.0,0,0,0,0,0,0,49
dlf regency park,2.26,13696.0,3.0,3.0,2,19.0,Old Property,sector 28,flat,1650.0,0,1,0,0,0,2,158
eldeco accolade,1.2,8043.0,2.0,2.0,2,0.0,New Property,sector 33,flat,900.0,1,0,0,0,0,2,55
bptp terra,2.08,10000.0,4.0,4.0,3,0.0,New Property,sector 37d,flat,1954.4,1,1,0,1,0,2,121
ss the leaf,1.75,7267.0,3.0,4.0,3,8.0,Relatively New,sector 85,flat,1926.4,0,1,0,0,0,2,49
ireo victory valley,2.99,11832.0,3.0,3.0,3,4.0,Relatively New,sector 67,flat,2100.0,0,1,0,0,0,0,37
emaar digihomes,2.1,14254.0,2.0,2.0,2,30.0,New Property,sector 62,flat,1206.5901344000001,0,1,0,0,0,2,52
ireo victory valley,2.87,11903.0,3.0,3.0,3+,16.0,Relatively New,sector 67,flat,1808.0,0,1,0,0,0,0,174
dlf regency park,2.35,13224.0,3.0,3.0,2,18.0,Old Property,sector 28,flat,1421.6000000000001,0,1,0,0,0,2,120
lagoon apartment,3.0,12000.0,3.0,4.0,3,2.0,Moderately Old,ambience island,flat,2500.0,0,0,0,0,0,2,0
lagoon apartment,6.0,13636.0,4.0,6.0,3+,7.0,Moderately Old,ambience island,flat,4400.0,0,0,0,0,0,2,0
emaar mgf emerald floors premier,2.35,14242.0,3.0,3.0,3,2.0,Relatively New,sector 65,flat,1200.0,1,1,0,0,0,2,158
indiabulls centrum park,1.9,5681.0,3.0,4.0,3+,10.0,Relatively New,sector 103,flat,3344.0,1,1,0,1,1,0,49
orris carnation residency,0.72,4881.0,3.0,3.0,2,9.0,Moderately Old,sector 85,flat,1250.0,0,0,0,0,1,2,49
sbr minda sec 1 imt manesar,0.65,4259.0,3.0,2.0,3+,6.0,Moderately Old,sector 1,flat,1526.0,0,0,0,0,0,2,5
dlf the ultima,2.34,11185.0,3.0,4.0,3+,14.0,Relatively New,sector 81,flat,1670.0,0,1,0,0,0,1,174
m3m capital,2.57,15575.0,4.0,5.0,3+,25.0,New Property,sector 113,flat,1650.0,1,0,0,0,0,0,79
bptp terra,1.71,7804.0,3.0,3.0,3+,7.0,Relatively New,sector 37d,flat,2191.184,1,0,0,0,0,2,38
indiabulls enigma,3.79,9895.0,5.0,5.0,3,4.0,Relatively New,sector 110,flat,3064.0,0,1,0,0,1,2,125
the lions cghs,2.05,7884.0,4.0,4.0,3+,7.0,Old Property,sector 56,flat,2400.0,0,0,1,0,0,0,120
m3m golfestate,5.2,17455.0,3.0,3.0,3,18.0,Relatively New,sector 65,flat,2383.2000000000003,1,1,0,0,0,0,76
emaar mgf the palm drive,3.2,17777.0,3.0,3.0,3,12.0,Relatively New,sector 66,flat,1800.0,1,1,1,1,0,0,117
afnhb jalvayu vihar,0.69,7272.0,2.0,2.0,1,3.0,Old Property,sector 30,flat,792.0,0,0,0,0,0,2,65
experion windchants,3.75,13383.0,3.0,3.0,2,21.0,Relatively New,sector 112,flat,2241.6,0,1,0,0,0,0,159
experion windchants,3.65,12312.0,3.0,4.0,3+,14.0,Relatively New,sector 112,flat,2241.6,0,1,0,0,0,0,150
experion windchants,5.49,11584.0,4.0,5.0,3+,5.0,Relatively New,sector 112,flat,3791.2000000000003,0,1,0,0,0,0,168
antriksh heights,1.05,5011.0,4.0,4.0,3+,3.0,New Property,sector 84,flat,1676.0,1,0,0,0,0,2,66
sobha city,3.35,13266.0,3.0,4.0,2,19.0,New Property,sector 108,flat,1658.3294896,0,0,0,0,0,2,102
unitech uniworld gardens,2.4,11505.0,3.0,3.0,3+,10.0,Moderately Old,sector 47,flat,1668.8000000000002,0,1,0,0,0,0,120
park royal apartment,1.71,7600.0,3.0,3.0,3+,5.0,Moderately Old,sector 56,flat,2250.0,0,1,0,0,0,0,118
elan the presidential,6.3,15384.0,5.0,6.0,3+,10.0,Under Construction,sector 106,flat,3500.0,0,0,0,0,0,0,62
raheja atharva,2.2,9490.0,3.0,3.0,2,7.0,Moderately Old,sector 109,flat,2318.0,0,1,0,0,0,0,111
indiabulls enigma,3.25,9558.0,4.0,4.0,3,11.0,Relatively New,sector 110,flat,2720.0,0,1,0,0,1,2,125
central park resorts,11.25,28266.0,4.0,5.0,3+,2.0,Relatively New,sector 48,flat,3980.0,0,1,0,1,0,2,45
central park flower valley,3.3,13750.0,3.0,3.0,3,2.0,New Property,sector 33,flat,2400.0,1,1,1,1,0,2,61
bestech park view residency,1.51,7869.0,3.0,4.0,3+,7.0,Moderately Old,sector 2,flat,1536.0,0,1,0,0,0,0,84
emaar gurgaon greens,1.38,13495.0,3.0,3.0,3,6.0,Relatively New,sector 102,flat,1022.5705,0,1,0,0,0,0,128
emaar mgf the palm drive,4.6,18400.0,3.0,3.0,3,11.0,Relatively New,sector 66,flat,2500.0,1,1,1,1,0,0,131
emaar gurgaon greens,1.4,8484.0,3.0,3.0,3,9.0,Relatively New,sector 102,flat,1200.0,0,1,0,0,0,2,49
emaar mgf emerald floors premier,3.5,17721.0,4.0,4.0,3,4.0,Relatively New,sector 65,flat,1580.0,0,1,0,0,0,0,114
mapsko royale ville,0.99,5530.0,3.0,4.0,2,14.0,New Property,sector 82,flat,1432.0,0,1,0,0,0,2,95
emaar mgf emerald floors premier,2.65,16060.0,3.0,3.0,3,5.0,Relatively New,sector 65,flat,1650.0,1,1,0,0,0,2,37
unitech greenwood city,2.4,12346.0,3.0,3.0,2,1.0,New Property,sector 45,flat,1555.2,0,1,0,0,0,0,19
ats tourmaline,1.65,7674.0,3.0,3.0,3+,16.0,Relatively New,sector 109,flat,1720.0,0,1,0,0,0,0,49
railway officers rpf society,1.25,6921.0,4.0,3.0,3,1.0,Old Property,sector 9a,flat,1806.0,0,1,0,0,0,2,40
emaar digihomes,4.0,14871.0,3.0,3.0,3,18.0,New Property,sector 62,flat,2071.0604712,0,1,0,0,0,0,38
emaar palm gardens,1.8,9473.0,3.0,3.0,3,6.0,Relatively New,sector 83,flat,1240.00128,0,1,0,0,0,0,97
tarc maceo,1.75,11121.0,4.0,3.0,3+,8.0,Relatively New,sector 91,flat,1573.574541,1,1,1,1,0,2,128
emaar mgf emerald floors premier,2.35,14242.0,3.0,3.0,2,4.0,Relatively New,sector 65,flat,1650.049,1,1,0,0,0,2,165
pioneer urban presidia,7.15,16486.0,4.0,5.0,3+,7.0,Relatively New,sector 62,flat,3469.6000000000004,1,1,1,0,0,0,158
emaar mgf palm hills,1.64,8410.0,4.0,3.0,3,9.0,Relatively New,sector 77,flat,1560.0,0,1,0,0,0,2,102
emaar mgf emerald floors premier,2.8,16969.0,3.0,3.0,2,3.0,Relatively New,sector 65,flat,1320.0,0,1,0,0,0,2,105
la lagune,6.75,21360.0,4.0,6.0,3+,11.0,Moderately Old,sector 54,flat,2240.0,0,1,0,0,0,0,119
m3m merlin,3.5,14583.0,3.0,4.0,3,17.0,Relatively New,sector 67,flat,2050.0,0,1,1,0,0,0,167
m3m latitude,4.6,26790.0,3.0,3.0,3,7.0,New Property,sector 65,flat,1717.0,1,1,1,1,0,2,115
m3m skywalk,2.25,12500.0,3.0,3.0,3,5.0,Relatively New,sector 74,flat,1800.0,1,0,0,0,0,2,174
dlf the primus,2.2,10516.0,3.0,3.0,3+,16.0,Relatively New,sector 82a,flat,1673.6000000000001,0,1,0,0,0,1,174
dlf the primus,2.85,10936.0,4.0,4.0,3+,2.0,New Property,sector 82a,flat,1800.0,0,1,0,0,0,1,174
dlf regal gardens,1.76,7945.0,4.0,4.0,3+,8.0,Relatively New,sector 90,flat,1670.0,0,0,0,0,0,0,135
paras dews,1.0,7220.0,2.0,2.0,3+,2.0,New Property,sector 106,flat,845.0,0,0,0,0,0,0,21
pioneer park,3.6,12627.0,4.0,4.0,3,3.0,Moderately Old,sector 61,flat,2280.8,0,1,0,0,0,0,121
ss the leaf,1.78,7392.0,3.0,4.0,3+,6.0,New Property,sector 85,flat,1926.4,0,0,1,0,0,2,113
chd avenue,0.98,6049.0,3.0,3.0,3,0.0,Moderately Old,sector 71,flat,1296.0,1,0,0,0,0,2,65
ireo skyon,2.82,12818.0,3.0,3.0,3,2.0,Relatively New,sector 60,flat,2200.0,0,1,0,0,0,0,174
tata primanti,3.21,16050.0,3.0,4.0,3+,15.0,Relatively New,sector 72,flat,2000.0,0,1,0,0,0,0,174
